offset,clen,ulen,kind,entry
310132,284,973,zip,locale/en-US/wallet/walletNavigatorOverlay.dtd
310509,377,1391,zip,locale/en-US/wallet/walletTasksOverlay.dtd
310979,51,69,zip,locale/en-US/wallet/walletPrefsOverlay.dtd
311116,274,768,zip,locale/en-US/wallet/pref-wallet.dtd
311479,402,1107,zip,locale/en-US/wallet/pref-passwords.dtd
311988,817,1700,zip,locale/en-US/communicator/wallet/CookieViewer.properties
312905,516,1935,zip,locale/en-US/communicator/wallet/CookieViewer.dtd
313528,582,1143,zip,locale/en-US/communicator/wallet/WalletEditor.properties
314210,318,961,zip,locale/en-US/communicator/wallet/WalletEditor.dtd
314635,22,27,zip,locale/en-US/communicator/wallet/SignonViewer.properties
314757,313,1138,zip,locale/en-US/communicator/wallet/SignonViewer.dtd
315171,173,289,zip,locale/en-US/communicator/wallet/WalletPreview.dtd
315445,734,1915,zip,locale/en-US/communicator/wallet/cookie.properties
316280,1788,5230,zip,locale/en-US/communicator/wallet/wallet.properties
318163,71,100,zip,locale/en-US/communicator/wallet/privacy.dtd
318330,7569,21423,zip,locale/en-US/communicator/wallet/privacy.html
325993,940,2073,zip,locale/en-US/communicator/wallet/index.html
327029,401,1115,zip,locale/en-US/communicator/wallet/sample1.html
327526,1554,12982,zip,locale/en-US/communicator/wallet/sample2.html
329176,1587,19913,zip,locale/en-US/communicator/wallet/sample3.html
330859,1455,12390,zip,locale/en-US/communicator/wallet/sample4.html
332410,990,6300,zip,locale/en-US/communicator/wallet/sample5.html
333496,1908,10407,zip,locale/en-US/communicator/wallet/sample6.html
335500,1602,16536,zip,locale/en-US/communicator/wallet/sample7.html
337198,3242,28664,zip,locale/en-US/communicator/wallet/sample8.html
340536,1396,11924,zip,locale/en-US/communicator/wallet/sample9.html
342029,4432,19987,zip,locale/en-US/communicator/wallet/sample10.html
346561,1193,5538,zip,locale/en-US/communicator/wallet/WalletViewer.dtd
347847,45,47,zip,locale/en-US/content-packs/prefOverlay.dtd
347991,387,972,zip,locale/en-US/content-packs/pref-contentpacks.dtd
348468,400,930,zip,locale/en-US/content-packs/contents.rdf
348952,356,844,zip,locale/en-US/help/mozillahelp.rdf
349390,5322,87949,zip,locale/en-US/help/search-db.rdf
354793,409,947,zip,locale/en-US/help/testhelp.rdf
355288,1707,10655,zip,locale/en-US/help/help-glossary.rdf
357076,351,808,zip,locale/en-US/help/contents.rdf
357509,11358,40186,zip,locale/en-US/help/glossary.html
368953,594,1183,zip,locale/en-US/help/welcome_help.html
369628,10249,122613,zip,locale/en-US/help/help-toc.rdf
379961,3378,51279,zip,locale/en-US/help/help-index1.rdf
383424,482,2490,zip,locale/en-US/help/help-indexAZ.rdf
383988,15128,56432,zip,locale/en-US/help/nav_help.html
399199,34504,161861,zip,locale/en-US/help/mail_help.html
433790,4900,16806,zip,locale/en-US/help/mail_sec_help.html
438777,17657,69907,zip,locale/en-US/help/composer_help.html
456522,8540,33664,zip,locale/en-US/help/customize_help.html
465146,4317,18168,zip,locale/en-US/help/certs_help.html
469553,6573,24105,zip,locale/en-US/help/cert_dialog_help.html
476216,1349,3300,zip,locale/en-US/help/certs_prefs_help.html
477653,213,371,zip,locale/en-US/help/cs_nav_dialogs.html
477961,3536,12645,zip,locale/en-US/help/cs_nav_prefs_advanced.html
481594,2618,8937,zip,locale/en-US/help/cs_nav_prefs_appearance.html
484308,3462,12733,zip,locale/en-US/help/cs_nav_prefs_navigator.html
487858,213,371,zip,locale/en-US/help/cs_nav_sidebar.html
488159,3263,9696,zip,locale/en-US/help/page_info_help.html
491510,4961,18466,zip,locale/en-US/help/passwords_help.html
496555,819,1780,zip,locale/en-US/help/prefs_help.html
497460,5085,14227,zip,locale/en-US/help/privacy_help.html
502631,769,1717,zip,locale/en-US/help/privsec_help.html
503487,1645,4215,zip,locale/en-US/help/profiles_help.html
505214,2755,7553,zip,locale/en-US/help/ssl_help.html
508061,1875,8486,zip,locale/en-US/help/ssl_page_info_help.html
510025,14213,60226,zip,locale/en-US/help/using_priv_help.html
524328,8724,33429,zip,locale/en-US/help/using_certs_help.html
533141,3370,10574,zip,locale/en-US/help/validation_help.html
536597,882,3849,zip,locale/en-US/help/content_style.css
537556,315,859,zip,locale/en-US/help/help.dtd
537959,58,90,zip,locale/en-US/help/helpMenuOverlay.dtd
538103,519,1197,zip,locale/en-US/help/images/anchor.gif
538715,158,906,zip,locale/en-US/help/images/anchor-in-doc.gif
538959,305,317,zip,locale/en-US/help/images/banner.gif
539352,279,944,zip,locale/en-US/help/images/biActive.gif
542566,178,907,zip,locale/en-US/help/images/bullets.gif
542840,28741,29218,zip,locale/en-US/help/images/checkspellingbox.gif
571668,361,1051,zip,locale/en-US/help/images/columns.gif
572122,1333,1558,zip,locale/en-US/help/images/composer_icon.gif
573539,159,880,zip,locale/en-US/help/images/flag.gif
573789,355,1040,zip,locale/en-US/help/images/flag_column.gif
574229,211,944,zip,locale/en-US/help/images/frown.gif
574525,363,1045,zip,locale/en-US/help/images/hrule.gif
574973,554,1219,zip,locale/en-US/help/images/image.gif
575613,400,1126,zip,locale/en-US/help/images/image5.gif
576099,1745,2417,zip,locale/en-US/help/images/image6.gif
577930,2263,2950,zip,locale/en-US/help/images/image7.gif
580279,153,891,zip,locale/en-US/help/images/image8.gif
580518,754,1470,zip,locale/en-US/help/images/image9.gif
581361,1773,1972,zip,locale/en-US/help/images/imtaskbar.gif
583218,466,1141,zip,locale/en-US/help/images/link.gif
583775,3011,3208,zip,locale/en-US/help/images/locationbar.gif
586874,1810,2013,zip,locale/en-US/help/images/mailicon.gif
590427,4324,4563,zip,locale/en-US/help/images/navbuttons.gif
594838,1707,1913,zip,locale/en-US/help/images/newmail.gif
596632,220,940,zip,locale/en-US/help/images/numbers.gif
596941,2448,2996,zip,locale/en-US/help/images/paperclip.gif
599480,5297,5334,zip,locale/en-US/help/images/personalbar.gif
604861,70,820,zip,locale/en-US/help/images/read.gif
605022,346,1043,zip,locale/en-US/help/images/read_column.gif
605454,3368,3548,zip,locale/en-US/help/images/reload.gif
608908,2654,2849,zip,locale/en-US/help/images/search.gif
611653,9712,9871,zip,locale/en-US/help/images/searchmusic.gif
621468,1187,1416,zip,locale/en-US/help/images/search_personal_toolbar.gif
622739,201,932,zip,locale/en-US/help/images/sick.gif
634664,189,922,zip,locale/en-US/help/images/smile.gif
634946,11371,11799,zip,locale/en-US/help/images/spell_toolbar.gif
646416,2888,2899,zip,locale/en-US/help/images/tabbed_browsing_bar.gif
649389,569,1245,zip,locale/en-US/help/images/table.gif
650586,1772,1977,zip,locale/en-US/help/images/taskbar-ab.gif
652456,101,112,zip,locale/en-US/help/images/taskbar-aim-online.gif
652649,361,943,zip,locale/en-US/help/images/taskbar-mail.gif
653097,1624,1924,zip,locale/en-US/help/images/taskbar.gif
654814,13665,13845,zip,locale/en-US/help/images/taskbar_menus.gif
668565,74,76,zip,locale/en-US/help/images/thread.gif
668731,2214,2735,zip,locale/en-US/help/images/threadbutton.gif
671031,113,858,zip,locale/en-US/help/images/unread.gif
671228,189,922,zip,locale/en-US/help/images/wink.gif
671500,214,922,zip,locale/en-US/help/images/pen.gif
671797,208,924,zip,locale/en-US/help/images/key.gif
672088,400,911,zip,locale/en-US/pipnss/contents.rdf
672576,3750,11203,zip,locale/en-US/pipnss/pipnss.properties
676409,800,1751,zip,locale/en-US/pippki/contents.rdf
677290,2057,6163,zip,locale/en-US/pippki/pippki.dtd
679430,1255,3776,zip,locale/en-US/pippki/pref-ssl.dtd
680773,3198,9092,zip,locale/en-US/pippki/pippki.properties
684057,556,1152,zip,locale/en-US/pippki/PrefOverlay.dtd
684704,579,1049,zip,locale/en-US/pippki/newserver.properties
685367,482,838,zip,locale/en-US/pippki/newserver.dtd
685937,741,1817,zip,locale/en-US/pippki/pref-security.dtd
686768,525,1003,zip,locale/en-US/pippki/PageInfoOverlay.dtd
687379,1431,4650,zip,locale/en-US/pippki/certManager.dtd
688898,729,1731,zip,locale/en-US/pippki/deviceManager.dtd
689717,1194,3525,zip,locale/en-US/pippki/pref-validation.dtd
691001,795,1869,zip,locale/en-US/pippki/pref-masterpass.dtd
691880,494,1418,zip,locale/en-US/messenger/am-mdn.dtd
692465,55,56,zip,locale/en-US/messenger/am-mdn.properties
692610,359,824,zip,locale/en-US/messenger-mdn/contents.rdf
693060,1351,3219,zip,locale/en-US/messenger/msgmdn.properties
694497,296,771,zip,locale/en-US/messenger/am-smime.dtd
694886,426,1359,zip,locale/en-US/messenger/am-smime.properties
695415,283,873,zip,locale/en-US/messenger-smime/msgCompSMIMEOverlay.dtd
695808,148,194,zip,locale/en-US/messenger-smime/msgCompSMIMEOverlay.properties
696059,143,194,zip,locale/en-US/messenger-smime/msgReadSMIMEOverlay.dtd
696305,318,634,zip,locale/en-US/messenger-smime/msgCompSecurityInfo.dtd
696733,106,194,zip,locale/en-US/messenger-smime/msgCompSecurityInfo.properties
696942,228,442,zip,locale/en-US/messenger-smime/msgReadSecurityInfo.dtd
697276,1323,5182,zip,locale/en-US/messenger-smime/msgSecurityInfo.properties
698691,360,828,zip,locale/en-US/messenger-smime/contents.rdf
699137,356,816,zip,locale/en-US/messenger/contents.rdf
699606,487,852,zip,locale/en-US/messenger/addressbook/abAddressBookNameDialog.dtd
700196,931,2597,zip,locale/en-US/messenger/addressbook/abCardOverlay.dtd
701234,605,1163,zip,locale/en-US/messenger/addressbook/abCardViewOverlay.dtd
701945,450,772,zip,locale/en-US/messenger/addressbook/abDirTreeOverlay.dtd
702497,1428,5548,zip,locale/en-US/messenger/addressbook/abMainWindow.dtd
704030,510,871,zip,locale/en-US/messenger/addressbook/abNewCardDialog.dtd
704650,1161,3304,zip,locale/en-US/messenger/addressbook/abResultsPaneOverlay.dtd
705924,698,1518,zip,locale/en-US/messenger/addressbook/abSelectAddressesDialog.dtd
706728,694,1440,zip,locale/en-US/messenger/addressbook/abMailListDialog.dtd
707530,1545,3631,zip,locale/en-US/messenger/addressbook/addressBook.properties
709162,4949,23570,zip,locale/en-US/messenger/messenger.dtd
714206,688,1526,zip,locale/en-US/messenger/msgAccountCentral.dtd
714988,3358,8992,zip,locale/en-US/messenger/messenger.properties
718434,658,1486,zip,locale/en-US/messenger/threadpane.dtd
719180,571,1025,zip,locale/en-US/messenger/folderpane.dtd
719844,678,1410,zip,locale/en-US/messenger/newFolderDialog.dtd
720618,569,1073,zip,locale/en-US/messenger/renameFolderDialog.dtd
721276,926,2462,zip,locale/en-US/messenger/folderProps.dtd
722289,573,1217,zip,locale/en-US/messenger/subscribe.dtd
722956,499,886,zip,locale/en-US/messenger/subscribe.properties
723555,586,1446,zip,locale/en-US/messenger/msgFolderPickerOverlay.dtd
724236,735,1723,zip,locale/en-US/messenger/msgHdrViewOverlay.dtd
725065,278,763,zip,locale/en-US/messenger/mailTasksOverlay.dtd
725441,47,55,zip,locale/en-US/messenger/mailTurboMenu.properties
725586,180,661,zip,locale/en-US/messenger/mailNavigatorOverlay.dtd
725861,57,106,zip,locale/en-US/messenger/mailEditorOverlay.dtd
726007,102,265,zip,locale/en-US/messenger/mailOverlay.dtd
726201,363,939,zip,locale/en-US/messenger/msgSynchronize.dtd
726656,839,2549,zip,locale/en-US/messenger/offline.properties
727585,397,1569,zip,locale/en-US/messenger/SearchDialog.dtd
728076,246,691,zip,locale/en-US/messenger/FilterListDialog.dtd
728413,111,164,zip,locale/en-US/messenger/CustomHeaders.dtd
728614,489,1424,zip,locale/en-US/messenger/FilterEditor.dtd
729205,430,835,zip,locale/en-US/messenger/search-attributes.properties
729736,157,227,zip,locale/en-US/messenger/search-operators.properties
729984,331,614,zip,locale/en-US/messenger/search.properties
730406,468,1000,zip,locale/en-US/messenger/filter.properties
730965,93,113,zip,locale/en-US/messenger/custom.properties
731153,124,322,zip,locale/en-US/messenger/searchTermOverlay.dtd
731395,1212,3727,zip,locale/en-US/messenger/messengercompose/pref-composing_messages.dtd
732717,1279,3561,zip,locale/en-US/messenger/messengercompose/pref-formatting.dtd
734107,2281,8355,zip,locale/en-US/messenger/messengercompose/messengercompose.dtd
736506,196,374,zip,locale/en-US/messenger/messengercompose/addressingWidgetOverlay.dtd
736810,522,1429,zip,locale/en-US/messenger/messengercompose/askSendFormat.dtd
737439,386,807,zip,locale/en-US/messenger/messengercompose/sendProgress.dtd
737938,3454,9998,zip,locale/en-US/messenger/messengercompose/composeMsgs.properties
741485,2988,11023,zip,locale/en-US/messenger/imapMsgs.properties
744578,1174,2947,zip,locale/en-US/messenger/comm4xMailImportMsgs.properties
745853,1079,3424,zip,locale/en-US/messenger/eudoraImportMsgs.properties
747029,1019,2939,zip,locale/en-US/messenger/oeImportMsgs.properties
748150,966,2898,zip,locale/en-US/messenger/outlookImportMsgs.properties
749211,2224,9914,zip,locale/en-US/messenger/importMsgs.properties
751527,513,939,zip,locale/en-US/messenger/fieldMapExport.dtd
752132,686,1596,zip,locale/en-US/messenger/fieldMapImport.dtd
752908,1112,2678,zip,locale/en-US/messenger/importDialog.dtd
754119,777,1679,zip,locale/en-US/messenger/textImportMsgs.properties
754990,2361,6810,zip,locale/en-US/messenger/localMsgs.properties
757444,673,1288,zip,locale/en-US/messenger/downloadheaders.dtd
758206,1511,3584,zip,locale/en-US/messenger/news.properties
759806,766,1570,zip,locale/en-US/messenger/custreceipt.dtd
760664,968,2789,zip,locale/en-US/messenger/pref-diskspace.dtd
761723,1073,2831,zip,locale/en-US/messenger/pref-mailnews.dtd
